SN,2010,2012,2014
2410,6700,4300,2300
2411,6700,4300,2300
2412,6700,4300,2300
2413,6700,4300,2300
2414,6700,4300,2300
2415,6700,4300,2300
2416,6700,4300,2300
2417,6700,4300,2300
2418,6700,4300,2300
2419,6700,4300,2200
2420,6700,4300,2200
2421,6700,4300,2200
2422,6700,4300,2200
2423,6700,4300,2200
2424,6700,4300,2200
2425,6700,4300,2200
2426,6700,4300,2200
2427,6700,4300,2200
2428,6700,4300,2200
2429,6700,4300,2200
2430,6700,4300,2200
2431,6700,4300,2200
2432,6700,4300,2200
2433,6700,4300,2200
2434,6700,4300,2200
2435,6700,4300,2200
2436,6700,4300,2200
2437,6700,4300,2200
2438,6700,4300,2200
2439,6700,4300,2200
2440,6700,4300,2200
2441,6600,4300,2200
2442,6600,4300,2200
2443,6600,4300,2200
2444,6600,4300,2200
2445,6600,4300,2200
2446,6600,4300,2200
2447,6600,4300,2200
2448,6600,4300,2200
2449,6600,4300,2200
2450,6600,4300,2200
2451,6600,4300,2200
2452,6600,4300,2200
2453,6600,4300,2200
2454,6600,4300,2200
2455,6600,4300,2200
2456,6600,4300,2200
2457,6600,4300,2200
2458,6600,4300,2200
2459,6600,4280,2200
2460,6600,4249,2200
2461,6600,4249,2200
2462,6600,4235,2200
2463,6600,4235,2200
2464,6600,4200,2200
2465,6600,4200,2200
2466,6600,4200,2200
2467,6600,4200,2200
2468,6600,4200,2200
2469,6600,4200,2200
2470,6600,4200,2200
2471,6600,4200,2200
2472,6600,4200,2200
2473,6600,4200,2200
2474,6600,4200,2200
2475,6600,4200,2200
2476,6600,4200,2200
2477,6600,4200,2200
2478,6600,4200,2200
2479,6600,4200,2200
2480,6600,4200,2200
2481,6600,4200,2200
2482,6600,4200,2200
2483,6600,4200,2200
2484,6600,4200,2200
2485,6600,4200,2200
2486,6600,4200,2200
2487,6600,4200,2200
2488,6600,4200,2200
2489,6600,4200,2200
2490,6600,4200,2200
2491,6600,4200,2200
2492,6500,4200,2200
2493,6500,4200,2200
2494,6500,4200,2200
2495,6500,4200,2200
2496,6500,4200,2200
2497,6500,4200,2200
2498,6500,4200,2200
2499,6500,4200,2200
2500,6500,4200,2200
2501,6500,4200,2200
2502,6500,4200,2200
2503,6500,4200,2200
2504,6500,4200,2200
2505,6500,4200,2200
2506,6500,4200,2200
2507,6500,4200,2200
2508,6500,4200,2200
2509,6500,4200,2200
2510,6500,4200,2200
2511,6500,4200,2200
2512,6500,4200,2200
2513,6500,4200,2200
2514,6500,4200,2200
2515,6500,4200,2200
2516,6500,4200,2200
2517,6500,4200,2200
2518,6500,4200,2200
2519,6500,4200,2200
2520,6500,4200,2200
2521,6500,4200,2200
2522,6500,4200,2200
2523,6500,4200,2200
2524,6500,4200,2200
2525,6500,4200,2200
2526,6500,4200,2200
2527,6500,4200,2200
2528,6500,4200,2200
2529,6500,4200,2200
2530,6500,4200,2200
2531,6500,4200,2200
2532,6500,4200,2200
2533,6500,4200,2200
2534,6500,4200,2200
2535,6500,4200,2200
2536,6500,4200,2200
2537,6500,4200,2200
2538,6500,4200,2200
2539,6500,4200,2200
2540,6500,4200,2200
2541,6500,4200,2200
2542,6500,4200,2200
2543,6500,4200,2200
2544,6500,4200,2200
2545,6500,4200,2200
2546,6400,4200,2200
2547,6400,4200,2200
2548,6400,4200,2200
2549,6400,4198,2200
2550,6400,4198,2200
2551,6400,4191,2200
2552,6400,4191,2200
2553,6400,4162,2200
2554,6400,4162,2200
2555,6400,4125,2200
2556,6400,4125,2200
2557,6400,4118,2200
2558,6400,4118,2200
2559,6400,4103,2200
2560,6400,4103,2200
2561,6400,4100,2200
2562,6400,4100,2200
2563,6400,4100,2200
2564,6400,4100,2200
2565,6400,4100,2200
2566,6400,4100,2200
2567,6400,4100,2200
2568,6400,4100,2200
2569,6400,4100,2200
2570,6400,4100,2200
2571,6400,4100,2200
2572,6400,4100,2200
2573,6400,4100,2200
2574,6400,4100,2200
2575,6400,4100,2200
2576,6400,4100,2200
2577,6400,4100,2200
2578,6400,4100,2200
2579,6400,4100,2200
2580,6400,4100,2200
2581,6400,4100,2200
2582,6400,4100,2200
2583,6400,4100,2200
2584,6400,4100,2200
2585,6400,4100,2200
2586,6400,4100,2200
2587,6400,4100,2200
2588,6400,4100,2200
2589,6400,4100,2200
2590,6400,4100,2200
2591,6400,4100,2200
2592,6400,4100,2200
2593,6400,4100,2200
2594,6400,4100,2200
2595,6400,4100,2200
2596,6400,4100,2200
2597,6400,4100,2200
2598,6300,4100,2200
2599,6300,4100,2200
2600,6300,4100,2200
2601,6300,4100,2200
2602,6300,4100,2200
2603,6300,4100,2200
2604,6300,4100,2200
2605,6300,4100,2200
2606,6300,4100,2100
2607,6300,4100,2100
2608,6300,4100,2100
2609,6300,4100,2100
2610,6300,4100,2100
2611,6300,4100,2100
2612,6300,4100,2100
2613,6300,4100,2100
2614,6300,4100,2100
2615,6300,4100,2100
2616,6300,4100,2100
2617,6300,4100,2100
2618,6300,4100,2100
2619,6300,4100,2100
2620,6300,4100,2100
2621,6300,4100,2100
2622,6300,4100,2100
2623,6300,4100,2100
2624,6300,4100,2100
2625,6300,4100,2100
2626,6300,4100,2100
2627,6300,4100,2100
2628,6300,4100,2100
2629,6300,4100,2100
2630,6300,4100,2100
2631,6300,4100,2100
2632,6300,4100,2100
2633,6300,4100,2100
2634,6300,4100,2100
2635,6300,4100,2100
2636,6300,4100,2100
2637,6300,4100,2100
2638,6300,4100,2100
2639,6300,4100,2100
2640,6300,4100,2100
2641,6300,4100,2100
2642,6300,4100,2100
2643,6300,4100,2100
2644,6300,4100,2100
2645,6200,4100,2100
2646,6200,4100,2100
2647,6200,4100,2100
2648,6200,4100,2100
2649,6200,4100,2100
2650,6200,4100,2100
2651,6200,4100,2100
2652,6200,4100,2100
2653,6200,4100,2100
2654,6200,4082,2100
2655,6200,4082,2100
2656,6200,4074,2100
2657,6200,4074,2100
2658,6200,4060,2100
2659,6200,4050,2100
2660,6200,4030,2100
2661,6200,4030,2100
2662,6200,4010,2100
2663,6200,4001,2100
2664,6200,4001,2100
2665,6200,4000,2100
2666,6200,4000,2100
2667,6200,4000,2100
2668,6200,4000,2100
2669,6200,4000,2100
2670,6200,4000,2100
2671,6200,4000,2100
2672,6200,4000,2100
2673,6200,4000,2100
2674,6200,4000,2100
2675,6200,4000,2100
2676,6200,4000,2100
2677,6200,4000,2100
2678,6200,4000,2100
2679,6200,4000,2100
2680,6200,4000,2100
2681,6200,4000,2100
2682,6200,4000,2100
2683,6200,4000,2100
2684,6200,4000,2100
2685,6200,4000,2100
2686,6200,4000,2100
2687,6200,4000,2100
2688,6200,4000,2100
2689,6200,4000,2100
2690,6200,4000,2100
2691,6200,4000,2100
2692,6200,4000,2100
2693,6200,4000,2100
2694,6200,4000,2100
2695,6200,4000,2100
2696,6200,4000,2100
2697,6200,4000,2100
2698,6200,4000,2100
2699,6200,4000,2100
2700,6200,4000,2100
2701,6200,4000,2100
2702,6200,4000,2100
2703,6200,4000,2100
2704,6100,4000,2100
2705,6100,4000,2100
2706,6100,4000,2100
2707,6100,4000,2100
2708,6100,4000,2100
2709,6100,4000,2100
2710,6100,4000,2100
2711,6100,4000,2100
2712,6100,4000,2100
2713,6100,4000,2100
2714,6100,4000,2100
2715,6100,4000,2100
2716,6100,4000,2100
2717,6100,4000,2100
2718,6100,4000,2100
2719,6100,4000,2100
2720,6100,4000,2100
2721,6100,4000,2100
2722,6100,4000,2100
2723,6100,4000,2100
2724,6100,4000,2100
2725,6100,4000,2100
2726,6100,4000,2000
2727,6100,4000,2000
2728,6100,4000,2000
2729,6100,4000,2000
2730,6100,4000,2000
2731,6100,4000,2000
2732,6100,4000,2000
2733,6100,4000,2000
2734,6100,4000,2000
2735,6100,4000,2000
2736,6100,4000,2000
2737,6100,4000,2000
2738,6100,4000,2000
2739,6100,4000,2000
2740,6100,4000,2000
2741,6100,4000,2000
2742,6100,4000,2000
2743,6100,4000,2000
2744,6100,4000,2000
2745,6100,4000,2000
2746,6100,4000,2000
2747,6100,4000,2000
2748,6100,4000,2000
2749,6100,4000,2000
2750,6100,4000,2000
2751,6100,4000,2000
2752,6100,4000,2000
2753,6100,4000,2000
2754,6100,4000,2000
2755,6100,4000,2000
2756,6100,4000,2000
2757,6100,4000,2000
2758,6100,4000,2000
2759,6100,4000,2000
2760,6100,4000,2000
2761,6100,4000,2000
2762,6100,4000,2000
2763,6100,4000,2000
2764,6100,4000,2000
2765,6100,4000,2000
2766,6100,4000,2000
2767,6100,4000,2000
2768,6100,4000,2000
2769,6100,4000,2000
2770,6000,4000,2000
2771,6000,4000,2000
2772,6000,4000,2000
2773,6000,4000,2000
2774,6000,4000,2000
2775,6000,4000,2000
2776,6000,4000,2000
2777,6000,4000,2000
2778,6000,4000,2000
2779,6000,4000,2000
2780,6000,4000,2000
2781,6000,4000,2000
2782,6000,4000,2000
2783,6000,4000,2000
2784,6000,4000,2000
2785,6000,4000,2000
2786,6000,4000,2000
2787,6000,4000,2000
2788,6000,4000,2000
2789,6000,4000,2000
2790,6000,4000,2000
2791,6000,4000,2000
2792,6000,4000,2000
2793,6000,4000,2000
2794,6000,4000,2000
2795,6000,4000,2000
2796,6000,4000,2000
2797,6000,4000,2000
2798,6000,4000,2000
2799,6000,4000,2000
2800,6000,4000,2000
2801,6000,4000,2000
2802,6000,4000,2000
2803,6000,4000,2000
2804,6000,4000,2000
2805,6000,4000,2000
2806,6000,4000,2000
2807,6000,4000,2000
2808,6000,4000,2000
2809,6000,4000,2000
2810,6000,4000,2000
2811,6000,4000,2000
2812,6000,4000,2000
2813,6000,4000,2000
2814,6000,4000,2000
2815,6000,4000,2000
2816,6000,4000,2000
2817,6000,4000,2000
2818,6000,4000,2000
2819,6000,4000,2000
2820,6000,4000,2000
2821,6000,4000,2000
2822,6000,4000,2000
2823,6000,4000,2000
2824,6000,4000,2000
2825,6000,4000,2000
2826,6000,4000,2000
2827,6000,4000,2000
2828,6000,4000,2000
2829,5900,4000,2000
2830,5900,4000,2000
2831,5900,4000,2000
2832,5900,4000,2000
2833,5900,4000,2000
2834,5900,4000,2000
2835,5900,4000,2000
2836,5900,4000,2000
2837,5900,4000,2000
2838,5900,4000,2000
2839,5900,4000,2000
2840,5900,4000,2000
2841,5900,4000,2000
2842,5900,4000,2000
2843,5900,4000,2000
2844,5900,4000,2000
2845,5900,4000,2000
2846,5900,4000,2000
2847,5900,4000,2000
2848,5900,4000,2000
2849,5900,4000,2000
2850,5900,4000,2000
2851,5900,4000,2000
2852,5900,4000,2000
2853,5900,4000,2000
2854,5900,4000,2000
2855,5900,4000,2000
2856,5900,4000,2000
2857,5900,4000,2000
2858,5900,4000,2000
2859,5900,4000,2000
2860,5900,4000,2000
2861,5900,4000,2000
2862,5900,4000,2000
2863,5900,4000,2000
2864,5900,4000,2000
2865,5900,4000,2000
2866,5900,4000,2000
2867,5900,4000,2000
2868,5900,4000,2000
2869,5900,4000,2000
2870,5900,4000,2000
2871,5900,4000,2000
2872,5900,4000,2000
2873,5900,4000,2000
2874,5900,4000,2000
2875,5900,4000,2000
2876,5900,4000,2000
2877,5900,4000,2000
2878,5900,4000,2000
2879,5900,4000,2000
2880,5900,4000,2000
2881,5900,4000,2000
2882,5900,4000,2000
2883,5900,4000,2000
2884,5900,4000,2000
2885,5900,4000,2000
2886,5900,4000,2000
2887,5900,4000,2000
2888,5900,4000,2000
2889,5900,4000,2000
2890,5900,4000,2000
2891,5900,4000,2000
2892,5900,4000,2000
2893,5900,4000,2000
2894,5900,4000,2000
2895,5900,4000,2000
2896,5900,4000,2000
2897,5900,4000,2000
2898,5800,4000,2000
2899,5800,4000,2000
2900,5800,4000,2000
2901,5800,4000,2000
2902,5800,4000,2000
2903,5800,4000,2000
2904,5800,4000,2000
2905,5800,4000,2000
2906,5800,4000,2000
2907,5800,4000,2000
2908,5800,4000,2000
2909,5800,4000,2000
2910,5800,4000,2000
2911,5800,4000,2000
2912,5800,4000,2000
2913,5800,4000,2000
2914,5800,4000,2000
2915,5800,4000,2000
2916,5800,4000,2000
2917,5800,4000,2000
2918,5800,4000,2000
2919,5800,4000,2000
2920,5800,4000,2000
2921,5800,4000,2000
2922,5800,4000,2000
2923,5800,4000,2000
2924,5800,3979,2000
2925,5800,3979,2000
2926,5800,3965,2000
2927,5800,3965,2000
2928,5800,3950,2000
2929,5800,3943,2000
2930,5800,3943,2000
2931,5800,3900,2000
2932,5800,3900,2000
2933,5800,3900,2000
2934,5800,3900,2000
2935,5800,3900,2000
2936,5800,3900,2000
2937,5800,3900,2000
2938,5800,3900,2000
2939,5800,3900,2000
2940,5800,3900,2000
2941,5800,3900,2000
2942,5800,3900,2000
2943,5800,3900,2000
2944,5800,3900,2000
2945,5800,3900,2000
2946,5800,3900,2000
2947,5800,3900,2000
2948,5700,3900,2000
2949,5700,3900,2000
2950,5700,3900,2000
2951,5700,3900,2000
2952,5700,3900,2000
2953,5700,3900,2000
2954,5700,3900,2000
2955,5700,3900,2000
2956,5700,3900,2000
2957,5700,3900,2000
2958,5700,3900,2000
2959,5700,3900,2000
2960,5700,3900,2000
2961,5700,3900,2000
2962,5700,3900,2000
2963,5700,3900,2000
2964,5700,3900,2000
2965,5700,3900,2000
2966,5700,3900,2000
2967,5700,3900,2000
2968,5700,3900,2000
2969,5700,3900,2000
2970,5700,3900,2000
2971,5700,3900,2000
2972,5700,3900,2000
2973,5700,3900,2000
2974,5700,3900,2000
2975,5700,3900,2000
2976,5700,3900,2000
2977,5700,3900,2000
2978,5700,3900,2000
2979,5700,3900,2000
2980,5700,3900,2000
2981,5700,3900,2000
2982,5700,3900,2000
2983,5700,3900,2000
2984,5700,3900,2000
2985,5700,3900,2000
2986,5700,3900,2000
2987,5700,3900,2000
2988,5700,3900,2000
2989,5700,3900,2000
2990,5700,3900,2000
2991,5700,3900,2000
2992,5700,3900,2000
2993,5700,3900,2000
2994,5700,3900,2000
2995,5700,3900,2000
2996,5700,3900,2000
2997,5700,3900,2000
2998,5700,3900,2000
2999,5700,3900,2000
3000,5700,3900,2000
3001,5700,3900,2000
3002,5700,3900,2000
3003,5700,3900,2000
3004,5700,3900,2000
3005,5700,3900,2000
3006,5700,3900,2000
3007,5700,3900,2000
3008,5700,3900,2000
3009,5700,3900,2000
3010,5700,3900,2000
3011,5700,3900,2000
3012,5700,3899,2000
3013,5700,3899,2000
3014,5700,3892,2000
3015,5700,3892,2000
3016,5600,3892,2000
3017,5600,3892,2000
3018,5600,3850,2000
3019,5600,3840,2000
3020,5600,3840,2000
3021,5600,3833,2000
3022,5600,3833,2000
3023,5600,3826,2000
3024,5600,3826,2000
3025,5600,3800,2000
3026,5600,3800,2000
3027,5600,3800,2000
3028,5600,3800,2000
3029,5600,3800,2000
3030,5600,3800,2000
3031,5600,3800,2000
3032,5600,3800,2000
3033,5600,3800,2000
3034,5600,3800,2000
3035,5600,3800,2000
3036,5600,3800,2000
3037,5600,3800,2000
3038,5600,3800,2000
3039,5600,3800,2000
3040,5600,3800,2000
3041,5600,3800,2000
3042,5600,3800,2000
3043,5600,3800,2000
3044,5600,3800,2000
3045,5600,3800,2000
3046,5600,3800,2000
3047,5600,3800,2000
3048,5600,3800,2000
3049,5600,3800,2000
3050,5600,3800,2000
3051,5600,3800,2000
3052,5600,3800,2000
3053,5600,3800,2000
3054,5600,3800,1992
3055,5600,3800,1983
3056,5600,3800,1974
3057,5600,3800,1965
3058,5600,3800,1955
3059,5600,3800,1946
3060,5600,3800,1937
3061,5600,3800,1928
3062,5600,3800,1918
3063,5600,3800,1909
3064,5600,3800,1900
3065,5600,3800,1900
3066,5600,3800,1900
3067,5600,3800,1900
3068,5600,3800,1900
3069,5600,3800,1900
3070,5600,3800,1900
3071,5600,3800,1900
3072,5600,3800,1900
3073,5600,3800,1900
3074,5600,3800,1900
3075,5600,3800,1900
3076,5500,3800,1900
3077,5500,3800,1900
3078,5500,3800,1900
3079,5500,3800,1900
3080,5500,3800,1900
3081,5500,3800,1900
3082,5500,3800,1900
3083,5500,3800,1900
3084,5500,3800,1900
3085,5500,3800,1900
3086,5500,3800,1900
3087,5500,3800,1900
3088,5500,3800,1900
3089,5500,3800,1900
3090,5500,3800,1900
3091,5500,3800,1900
3092,5500,3800,1900
3093,5500,3800,1900
3094,5500,3800,1900
3095,5500,3800,1900
3096,5500,3800,1900
3097,5500,3800,1900
3098,5500,3800,1900
3099,5500,3800,1900
3100,5500,3800,1900
3101,5500,3800,1900
3102,5500,3800,1900
3103,5500,3800,1900
3104,5500,3800,1900
3105,5500,3800,1900
3106,5500,3800,1900
3107,5500,3800,1900
3108,5500,3800,1900
3109,5500,3800,1900
3110,5500,3800,1900
3111,5500,3800,1900
3112,5500,3800,1900
3113,5500,3800,1900
3114,5500,3800,1900
3115,5500,3800,1900
3116,5500,3800,1900
3117,5500,3800,1900
3118,5500,3800,1900
3119,5500,3800,1900
3120,5500,3800,1900
3121,5500,3800,1900
3122,5500,3800,1900
3123,5500,3800,1900
3124,5500,3800,1900
3125,5500,3768,1900
3126,5500,3768,1900
3127,5500,3760,1900
3128,5500,3753,1900
3129,5500,3753,1900
3130,5500,3750,1900
3131,5500,3720,1900
3132,5500,3700,1900
3133,5500,3700,1900
3134,5500,3700,1900
3135,5500,3700,1900
3136,5500,3700,1900
3137,5500,3700,1900
3138,5500,3700,1900
3139,5500,3700,1900
3140,5400,3700,1900
3141,5400,3700,1900
3142,5400,3700,1900
3143,5400,3700,1900
3144,5400,3700,1900
3145,5400,3700,1900
3146,5400,3700,1900
3147,5400,3700,1900
3148,5400,3700,1900
3149,5400,3700,1900
3150,5400,3700,1900
3151,5400,3700,1900
3152,5400,3700,1900
3153,5400,3700,1900
3154,5400,3700,1900
3155,5400,3700,1900
3156,5400,3700,1900
3157,5400,3700,1900
3158,5400,3700,1900
3159,5400,3700,1900
3160,5400,3700,1900
3161,5400,3700,1900
3162,5400,3700,1900
3163,5400,3700,1900
3164,5400,3700,1900
3165,5400,3700,1900
3166,5400,3700,1900
3167,5400,3700,1900
3168,5400,3700,1900
3169,5400,3700,1900
3170,5400,3700,1900
3171,5400,3700,1900
3172,5400,3700,1900
3173,5400,3700,1900
3174,5400,3700,1900
3175,5400,3700,1900
3176,5400,3700,1900
3177,5400,3700,1900
3178,5400,3700,1900
3179,5400,3700,1900
3180,5400,3700,1900
3181,5400,3700,1900
3182,5400,3700,1900
3183,5400,3700,1900
3184,5400,3700,1900
3185,5400,3700,1900
3186,5400,3700,1900
3187,5400,3700,1900
3188,5400,3700,1900
3189,5400,3700,1900
3190,5400,3700,1900
3191,5400,3700,1900
3192,5400,3700,1900
3193,5400,3700,1900
3194,5300,3700,1900
3195,5300,3700,1900
3196,5300,3700,1900
3197,5300,3700,1900
3198,5300,3700,1900
3199,5300,3700,1900
3200,5300,3700,1900
3201,5300,3700,1900
3202,5300,3700,1900
3203,5300,3700,1900
3204,5300,3700,1900
3205,5300,3700,1900
3206,5300,3700,1900
3207,5300,3700,1900
3208,5300,3700,1900
3209,5300,3700,1900
3210,5300,3700,1900
3211,5300,3700,1900
3212,5300,3700,1900
3213,5300,3700,1900
3214,5300,3700,1900
3215,5300,3700,1900
3216,5300,3700,1900
3217,5300,3700,1900
3218,5300,3700,1900
3219,5300,3700,1900
3220,5300,3700,1900
3221,5300,3700,1900
3222,5300,3700,1900
3223,5300,3700,1900
3224,5300,3700,1900
3225,5300,3700,1900
3226,5300,3700,1900
3227,5300,3700,1900
3228,5300,3700,1900
3229,5300,3700,1900
3230,5300,3680,1900
3231,5300,3680,1900
3232,5300,3629,1900
3233,5300,3629,1900
3234,5300,3614,1900
3235,5300,3614,1900
3236,5300,3600,1900
3237,5300,3600,1900
3238,5300,3600,1900
3239,5300,3600,1900
3240,5300,3600,1900
3241,5300,3600,1900
3242,5300,3600,1900
3243,5300,3600,1900
3244,5300,3600,1900
3245,5300,3600,1900
3246,5300,3600,1900
3247,5300,3600,1900
3248,5300,3600,1900
3249,5300,3600,1900
3250,5200,3600,1900
3251,5200,3600,1900
3252,5200,3600,1900
3253,5200,3600,1900
3254,5200,3600,1900
3255,5200,3600,1900
3256,5200,3600,1900
3257,5200,3600,1900
3258,5200,3600,1900
3259,5200,3600,1900
3260,5200,3600,1900
3261,5200,3600,1900
3262,5200,3600,1900
3263,5200,3600,1900
3264,5200,3600,1900
3265,5200,3600,1900
3266,5200,3600,1900
3267,5200,3600,1900
3268,5200,3600,1900
3269,5200,3600,1900
3270,5200,3600,1900
3271,5200,3600,1900
3272,5200,3600,1900
3273,5200,3600,1900
3274,5200,3600,1900
3275,5200,3600,1900
3276,5200,3600,1900
3277,5200,3600,1900
3278,5200,3600,1900
3279,5200,3600,1900
3280,5200,3600,1900
3281,5200,3600,1900
3282,5200,3600,1900
3283,5200,3600,1900
3284,5200,3600,1900
3285,5200,3600,1900
3286,5200,3600,1900
3287,5200,3600,1900
3288,5200,3600,1900
3289,5200,3600,1900
3290,5200,3600,1900
3291,5200,3600,1900
3292,5200,3600,1900
3293,5200,3600,1900
3294,5200,3600,1900
3295,5200,3600,1900
3296,5200,3600,1900
3297,5200,3600,1900
3298,5200,3600,1900
3299,5200,3600,1900
3300,5200,3600,1900
3301,5200,3600,1900
3302,5200,3600,1900
3303,5200,3600,1900
3304,5200,3600,1900
3305,5200,3600,1900
3306,5200,3600,1900
3307,5200,3600,1900
3308,5200,3600,1900
3309,5200,3600,1900
3310,5200,3600,1900
3311,5200,3600,1900
3312,5200,3600,1900
3313,5200,3600,1900
3314,5200,3600,1900
3315,5200,3600,1900
3316,5100,3600,1900
3317,5100,3600,1900
3318,5100,3600,1900
3319,5100,3600,1900
3320,5100,3600,1900
3321,5100,3600,1900
3322,5100,3600,1900
3323,5100,3600,1900
3324,5100,3600,1900
3325,5100,3600,1900
3326,5100,3600,1900
3327,5100,3600,1900
3328,5100,3600,1900
3329,5100,3600,1900
3330,5100,3600,1900
3331,5100,3600,1900
3332,5100,3600,1900
3333,5100,3600,1900
3334,5100,3600,1900
3335,5100,3600,1900
3336,5100,3600,1900
3337,5100,3592,1900
3338,5100,3592,1900
3339,5100,3592,1900
3340,5100,3592,1900
3341,5100,3540,1900
3342,5100,3505,1900
3343,5100,3505,1900
3344,5100,3500,1900
3345,5100,3500,1900
3346,5100,3500,1900
3347,5100,3500,1900
3348,5100,3500,1900
3349,5100,3500,1900
3350,5100,3500,1900
3351,5100,3500,1900
3352,5100,3500,1900
3353,5100,3500,1900
3354,5100,3500,1900
3355,5100,3500,1900
3356,5100,3500,1900
3357,5100,3500,1900
3358,5100,3500,1900
3359,5100,3500,1900
3360,5100,3500,1900
3361,5100,3500,1900
3362,5100,3500,1900
3363,5100,3500,1900
3364,5100,3500,1900
3365,5100,3500,1900
3366,5100,3500,1900
3367,5100,3500,1900
3368,5100,3500,1900
3369,5100,3500,1900
3370,5100,3500,1900
3371,5100,3500,1900
3372,5100,3500,1900
3373,5100,3500,1900
3374,5100,3500,1900
3375,5100,3500,1900
3376,5100,3500,1900
3377,5100,3500,1900
3378,5100,3500,1900
3379,5100,3500,1900
3380,5100,3500,1900
3381,5100,3500,1900
3382,5100,3500,1900
3383,5100,3500,1900
3384,5100,3500,1900
3385,5100,3500,1900
3386,5100,3500,1900
3387,5100,3500,1900
3388,5100,3500,1900
3389,5100,3500,1900
3390,5100,3500,1900
3391,5100,3500,1900
3392,5000,3500,1900
3393,5000,3500,1900
3394,5000,3500,1900
3395,5000,3500,1900
3396,5000,3500,1900
3397,5000,3500,1900
3398,5000,3500,1900
3399,5000,3500,1900
3400,5000,3500,1900
3401,5000,3500,1900
3402,5000,3500,1900
3403,5000,3500,1900
3404,5000,3500,1900
3405,5000,3500,1900
3406,5000,3500,1900
3407,5000,3500,1900
3408,5000,3500,1900
3409,5000,3500,1900
3410,5000,3500,1900
3411,5000,3500,1900
3412,5000,3500,1891
3413,5000,3500,1881
3414,5000,3500,1872
3415,5000,3500,1863
3416,5000,3500,1854
3417,5000,3500,1845
3418,5000,3500,1835
3419,5000,3500,1826
3420,5000,3500,1817
3421,5000,3500,1808
3422,5000,3500,1800
3423,5000,3500,1800
3424,5000,3500,1800
3425,5000,3500,1800
3426,5000,3500,1800
3427,5000,3500,1800
3428,5000,3500,1800
3429,5000,3500,1800
3430,5000,3500,1800
3431,5000,3500,1800
3432,5000,3500,1800
3433,5000,3500,1800
3434,5000,3500,1800
3435,5000,3500,1800
3436,5000,3500,1800
3437,5000,3500,1800
3438,5000,3500,1800
3439,5000,3500,1800
3440,5000,3500,1800
3441,5000,3500,1800
3442,5000,3500,1800
3443,5000,3500,1800
3444,5000,3500,1800
3445,5000,3500,1800
3446,5000,3490,1800
3447,5000,3490,1800
3448,5000,3476,1800
3449,5000,3476,1800
3450,5000,3400,1800
3451,5000,3400,1800
3452,5000,3400,1800
3453,5000,3400,1800
3454,5000,3400,1800
3455,5000,3400,1800
3456,5000,3400,1800
3457,5000,3400,1800
3458,5000,3400,1800
3459,5000,3400,1800
3460,5000,3400,1800
3461,5000,3400,1800
3462,5000,3400,1800
3463,5000,3400,1800
3464,5000,3400,1800
3465,5000,3400,1800
3466,4900,3400,1800
3467,4900,3400,1800
3468,4900,3400,1800
3469,4900,3400,1800
3470,4900,3400,1800
3471,4900,3400,1800
3472,4900,3400,1800
3473,4900,3400,1800
3474,4900,3400,1800
3475,4900,3400,1800
3476,4900,3400,1800
3477,4900,3400,1800
3478,4900,3400,1800
3479,4900,3400,1800
3480,4900,3400,1800
3481,4900,3400,1800
3482,4900,3400,1800
3483,4900,3400,1800
3484,4900,3400,1800
3485,4900,3400,1800
3486,4900,3400,1800
3487,4900,3400,1800
3488,4900,3400,1800
3489,4900,3400,1800
3490,4900,3400,1800
3491,4900,3400,1800
3492,4900,3400,1800
3493,4900,3400,1800
3494,4900,3400,1800
3495,4900,3400,1800
3496,4900,3400,1800
3497,4900,3400,1800
3498,4900,3400,1800
3499,4900,3400,1800
3500,4900,3400,1800
3501,4900,3400,1800
3502,4900,3400,1800
3503,4900,3400,1800
3504,4900,3400,1800
3505,4900,3400,1800
3506,4900,3400,1800
3507,4900,3400,1800
3508,4900,3400,1800
3509,4900,3400,1800
3510,4900,3400,1800
3511,4900,3400,1800
3512,4900,3400,1800
3513,4900,3400,1800
3514,4900,3400,1800
3515,4900,3400,1800
3516,4900,3400,1800
3517,4900,3400,1800
3518,4900,3400,1800
3519,4900,3400,1800
3520,4900,3400,1800
3521,4900,3370,1800
3522,4900,3370,1800
3523,4900,3366,1800
3524,4900,3366,1800
3525,4900,3329,1800
3526,4900,3329,1800
3527,4900,3300,1800
3528,4900,3300,1800
3529,4900,3300,1800
3530,4900,3300,1800
3531,4900,3300,1800
3532,4900,3300,1800
3533,4900,3300,1800
3534,4900,3300,1800
3535,4900,3300,1800
3536,4900,3300,1800
3537,4900,3300,1800
3538,4900,3300,1800
3539,4800,3300,1800
3540,4800,3300,1800
3541,4800,3300,1800
3542,4800,3300,1800
3543,4800,3300,1800
3544,4800,3300,1800
3545,4800,3300,1800
3546,4800,3300,1800
3547,4800,3300,1800
3548,4800,3300,1800
3549,4800,3300,1800
3550,4800,3300,1800
3551,4800,3300,1800
3552,4800,3300,1800
3553,4800,3300,1800
3554,4800,3300,1800
3555,4800,3300,1800
3556,4800,3300,1800
3557,4800,3300,1800
3558,4800,3300,1800
3559,4800,3300,1800
3560,4800,3300,1800
3561,4800,3300,1800
3562,4800,3300,1800
3563,4800,3300,1800
3564,4800,3300,1800
3565,4800,3300,1800
3566,4800,3300,1800
3567,4800,3300,1800
3568,4800,3300,1800
3569,4800,3300,1800
3570,4800,3300,1800
3571,4800,3300,1800
3572,4800,3300,1800
3573,4800,3300,1800
3574,4800,3300,1800
