SN,2010,2012,2014
1245,9300,6150,3800
1246,9300,6120,3800
1247,9300,6120,3800
1248,9300,6100,3800
1249,9200,6100,3800
1250,9200,6100,3800
1251,9200,6100,3800
1252,9200,6100,3800
1253,9200,6100,3800
1254,9200,6100,3800
1255,9200,6100,3800
1256,9200,6100,3800
1257,9200,6100,3800
1258,9200,6100,3800
1259,9200,6100,3800
1260,9200,6100,3800
1261,9200,6100,3800
1262,9200,6100,3800
1263,9200,6100,3800
1264,9200,6100,3800
1265,9200,6100,3800
1266,9200,6100,3800
1267,9200,6100,3800
1268,9200,6100,3800
1269,9200,6100,3800
1270,9200,6100,3800
1271,9200,6100,3800
1272,9200,6100,3800
1273,9200,6100,3800
1274,9200,6100,3800
1275,9200,6100,3800
1276,9200,6100,3800
1277,9200,6100,3800
1278,9200,6100,3800
1279,9100,6100,3800
1280,9100,6100,3800
1281,9100,6100,3800
1282,9100,6100,3800
1283,9100,6100,3800
1284,9100,6100,3800
1285,9100,6100,3800
1286,9100,6100,3800
1287,9100,6100,3700
1288,9100,6100,3700
1289,9100,6100,3700
1290,9100,6100,3700
1291,9100,6100,3700
1292,9100,6100,3700
1293,9100,6100,3700
1294,9100,6100,3700
1295,9100,6100,3700
1296,9100,6100,3700
1297,9100,6100,3700
1298,9100,6100,3700
1299,9100,6089,3700
1300,9100,6089,3700
1301,9100,6000,3700
1302,9100,6000,3700
1303,9100,6000,3700
1304,9100,6000,3600
1305,9100,6000,3600
1306,9100,6000,3600
1307,9100,6000,3600
1308,9100,6000,3600
1309,9100,6000,3600
1310,9000,6000,3600
1311,9000,6000,3600
1312,9000,6000,3600
1313,9000,6000,3600
1314,9000,6000,3600
1315,9000,6000,3600
1316,9000,6000,3600
1317,9000,6000,3600
1318,9000,6000,3600
1319,9000,6000,3600
1320,9000,6000,3600
1321,9000,6000,3600
1322,9000,6000,3600
1323,9000,6000,3600
1324,9000,6000,3600
1325,9000,6000,3600
1326,9000,6000,3600
1327,9000,6000,3600
1328,9000,6000,3600
1329,9000,6000,3600
1330,9000,6000,3600
1331,9000,6000,3600
1332,9000,6000,3600
1333,9000,6000,3600
1334,9000,6000,3600
1335,9000,6000,3600
1336,9000,6000,3600
1337,9000,6000,3600
1338,9000,6000,3500
1339,9000,6000,3500
1340,9000,6000,3500
1341,9000,6000,3500
1342,9000,6000,3500
1343,9000,6000,3500
1344,9000,6000,3500
1345,9000,6000,3500
1346,9000,6000,3500
1347,9000,6000,3500
1348,9000,6000,3500
1349,9000,6000,3500
1350,9000,6000,3500
1351,9000,6000,3500
1352,9000,6000,3500
1353,9000,6000,3500
1354,8900,6000,3500
1355,8900,5940,3500
1356,8900,5900,3500
1357,8900,5900,3500
1358,8900,5900,3500
1359,8900,5900,3500
1360,8900,5900,3500
1361,8900,5900,3500
1362,8900,5900,3500
1363,8900,5900,3500
1364,8900,5900,3500
1365,8900,5900,3500
1366,8900,5900,3500
1367,8900,5900,3500
1368,8900,5900,3500
1369,8900,5900,3500
1370,8900,5900,3500
1371,8900,5900,3500
1372,8900,5900,3500
1373,8900,5900,3500
1374,8900,5900,3500
1375,8900,5900,3500
1376,8900,5900,3500
1377,8900,5900,3500
1378,8900,5900,3500
1379,8900,5900,3500
1380,8900,5900,3500
1381,8900,5900,3500
1382,8900,5900,3500
1383,8900,5900,3500
1384,8900,5900,3500
1385,8900,5900,3500
1386,8900,5900,3500
1387,8900,5900,3500
1388,8800,5900,3500
1389,8800,5900,3500
1390,8800,5900,3500
1391,8800,5900,3500
1392,8800,5900,3500
1393,8800,5900,3500
1394,8800,5900,3500
1395,8800,5900,3500
1396,8800,5900,3500
1397,8800,5900,3500
1398,8800,5900,3500
1399,8800,5900,3500
1400,8800,5900,3500
1401,8800,5900,3500
1402,8800,5900,3500
1403,8800,5900,3500
1404,8800,5900,3500
1405,8800,5900,3500
1406,8800,5900,3400
1407,8800,5900,3400
1408,8800,5900,3400
1409,8800,5900,3400
1410,8800,5900,3400
1411,8800,5900,3400
1412,8800,5900,3400
1413,8800,5900,3400
1414,8800,5900,3400
1415,8800,5900,3400
1416,8800,5890,3400
1417,8800,5890,3400
1418,8800,5880,3400
1419,8800,5800,3400
1420,8700,5800,3400
1421,8700,5800,3400
1422,8700,5800,3400
1423,8700,5800,3351
1424,8700,5800,3351
1425,8700,5800,3351
1426,8700,5800,3351
1427,8700,5800,3351
1428,8700,5800,3351
1429,8700,5800,3300
1430,8700,5800,3300
1431,8700,5800,3300
1432,8700,5800,3300
1433,8700,5800,3300
1434,8700,5800,3300
1435,8700,5800,3300
1436,8700,5800,3300
1437,8700,5800,3300
1438,8700,5800,3300
1439,8700,5800,3300
1440,8700,5800,3300
1441,8700,5800,3300
1442,8700,5800,3300
1443,8700,5800,3300
1444,8700,5800,3300
1445,8700,5800,3300
1446,8700,5800,3300
1447,8700,5800,3300
1448,8700,5800,3300
1449,8700,5800,3300
1450,8700,5800,3300
1451,8700,5800,3300
1452,8700,5800,3300
1453,8700,5800,3300
1454,8700,5800,3300
1455,8700,5800,3300
1456,8700,5800,3300
1457,8700,5800,3300
1458,8700,5800,3300
1459,8700,5800,3300
1460,8700,5800,3300
1461,8700,5800,3300
1462,8600,5800,3300
1463,8600,5800,3300
1464,8600,5800,3300
1465,8600,5800,3300
1466,8600,5800,3200
1467,8600,5800,3200
1468,8600,5800,3200
1469,8600,5800,3200
1470,8600,5800,3200
1471,8600,5800,3200
1472,8600,5800,3200
1473,8600,5800,3200
1474,8600,5800,3200
1475,8600,5800,3200
1476,8600,5800,3200
1477,8600,5800,3200
1478,8600,5800,3200
1479,8600,5700,3200
1480,8600,5700,3200
1481,8600,5700,3200
1482,8600,5700,3200
1483,8600,5700,3200
1484,8600,5700,3200
1485,8600,5700,3200
1486,8600,5700,3200
1487,8600,5700,3200
1488,8600,5700,3200
1489,8600,5700,3200
1490,8600,5700,3200
1491,8600,5700,3200
1492,8600,5700,3200
1493,8600,5700,3200
1494,8600,5700,3200
1495,8600,5700,3200
1496,8600,5700,3200
1497,8600,5700,3200
1498,8600,5700,3200
1499,8600,5700,3200
1500,8600,5700,3200
1501,8600,5700,3200
1502,8600,5700,3200
1503,8600,5700,3200
1504,8600,5700,3200
1505,8600,5700,3200
1506,8600,5700,3200
1507,8600,5700,3200
1508,8600,5700,3200
1509,8600,5700,3200
1510,8600,5700,3200
1511,8600,5700,3200
1512,8600,5700,3200
1513,8600,5700,3200
1514,8600,5700,3200
1515,8500,5700,3200
1516,8500,5700,3200
1517,8500,5700,3200
1518,8500,5700,3200
1519,8500,5700,3100
1520,8500,5700,3100
1521,8500,5600,3100
1522,8500,5600,3100
1523,8500,5600,3100
1524,8500,5600,3100
1525,8500,5600,3100
1526,8500,5600,3100
1527,8500,5600,3100
1528,8500,5600,3100
1529,8500,5600,3100
1530,8500,5600,3100
1531,8500,5600,3100
1532,8500,5600,3100
1533,8500,5600,3100
1534,8500,5600,3100
1535,8500,5600,3100
1536,8500,5600,3100
1537,8500,5600,3100
1538,8500,5600,3100
1539,8500,5600,3100
1540,8500,5600,3000
1541,8500,5600,3000
1542,8500,5600,3000
1543,8500,5600,3000
1544,8500,5600,3000
1545,8500,5600,3000
1546,8500,5600,3000
1547,8500,5600,3000
1548,8500,5600,3000
1549,8500,5600,3000
1550,8500,5600,3000
1551,8500,5600,3000
1552,8500,5600,3000
1553,8500,5600,3000
1554,8500,5600,3000
1555,8500,5600,3000
1556,8500,5600,3000
1557,8500,5600,3000
1558,8400,5600,3000
1559,8400,5600,3000
1560,8400,5600,3000
1561,8400,5600,3000
1562,8400,5600,3000
1563,8400,5600,3000
1564,8400,5600,3000
1565,8400,5600,3000
1566,8400,5600,3000
1567,8400,5600,3000
1568,8400,5580,3000
1569,8400,5580,3000
1570,8400,5520,3000
1571,8400,5500,3000
1572,8400,5500,3000
1573,8400,5500,3000
1574,8400,5500,3000
1575,8400,5500,3000
1576,8400,5500,3000
1577,8400,5500,3000
1578,8400,5500,3000
1579,8400,5500,3000
1580,8400,5500,3000
1581,8400,5500,3000
1582,8400,5500,3000
1583,8400,5500,3000
1584,8400,5500,3000
1585,8400,5500,3000
1586,8400,5500,3000
1587,8400,5500,3000
1588,8400,5500,3000
1589,8400,5500,3000
1590,8400,5500,3000
1591,8400,5500,3000
1592,8300,5500,3000
1593,8300,5500,3000
1594,8300,5500,3000
1595,8300,5500,3000
1596,8300,5500,3000
1597,8300,5500,3000
1598,8300,5500,3000
1599,8300,5500,3000
1600,8300,5500,3000
1601,8300,5500,3000
1602,8300,5500,3000
1603,8300,5500,3000
1604,8300,5500,3000
1605,8300,5500,3000
1606,8300,5500,3000
1607,8300,5500,3000
1608,8300,5500,3000
1609,8300,5500,3000
1610,8300,5500,3000
1611,8300,5500,3000
1612,8300,5500,3000
1613,8300,5500,3000
1614,8300,5500,3000
1615,8300,5500,3000
1616,8300,5500,3000
1617,8300,5500,3000
1618,8300,5500,3000
1619,8300,5500,3000
1620,8300,5500,3000
1621,8300,5500,3000
1622,8300,5500,3000
1623,8300,5500,3000
1624,8300,5480,3000
1625,8300,5480,3000
1626,8300,5410,3000
1627,8200,5410,3000
1628,8200,5403,3000
1629,8200,5403,3000
1630,8200,5400,3000
1631,8200,5400,3000
1632,8200,5400,3000
1633,8200,5400,3000
1634,8200,5400,3000
1635,8200,5400,3000
1636,8200,5400,3000
1637,8200,5400,3000
1638,8200,5400,3000
1639,8200,5400,3000
1640,8200,5400,3000
1641,8200,5400,3000
1642,8200,5400,3000
1643,8200,5400,2900
1644,8200,5400,2900
1645,8200,5400,2900
1646,8200,5400,2900
1647,8200,5400,2900
1648,8200,5400,2900
1649,8200,5400,2900
1650,8200,5400,2900
1651,8200,5400,2900
1652,8200,5400,2900
1653,8200,5400,2900
1654,8200,5400,2900
1655,8200,5400,2900
1656,8200,5400,2900
1657,8100,5400,2900
1658,8100,5400,2900
1659,8100,5400,2900
1660,8100,5400,2900
1661,8100,5400,2900
1662,8100,5400,2900
1663,8100,5400,2900
1664,8100,5400,2900
1665,8100,5400,2900
1666,8100,5400,2900
1667,8100,5400,2900
1668,8100,5400,2900
1669,8100,5400,2900
1670,8100,5400,2900
1671,8100,5400,2900
1672,8100,5400,2900
1673,8100,5400,2900
1674,8100,5400,2900
1675,8100,5400,2900
1676,8100,5400,2900
1677,8100,5400,2900
1678,8100,5400,2900
1679,8100,5300,2900
1680,8100,5300,2900
1681,8100,5300,2900
1682,8100,5300,2900
1683,8100,5300,2900
1684,8100,5300,2900
1685,8100,5300,2900
1686,8100,5300,2900
1687,8100,5300,2900
1688,8100,5300,2900
1689,8100,5300,2900
1690,8100,5300,2800
1691,8100,5300,2800
1692,8100,5300,2800
1693,8100,5300,2800
1694,8100,5300,2800
1695,8100,5300,2800
1696,8100,5300,2800
1697,8100,5300,2800
1698,8100,5300,2800
1699,8100,5300,2800
1700,8100,5300,2800
1701,8000,5300,2800
1702,8000,5300,2800
1703,8000,5300,2800
1704,8000,5300,2800
1705,8000,5300,2800
1706,8000,5300,2800
1707,8000,5300,2800
1708,8000,5300,2800
1709,8000,5300,2800
1710,8000,5300,2800
1711,8000,5300,2800
1712,8000,5300,2800
1713,8000,5300,2800
1714,8000,5300,2800
1715,8000,5300,2800
1716,8000,5300,2800
1717,8000,5300,2800
1718,8000,5300,2800
1719,8000,5300,2800
1720,8000,5300,2800
1721,8000,5300,2800
1722,8000,5300,2700
1723,8000,5300,2700
1724,8000,5300,2700
1725,8000,5300,2700
1726,8000,5280,2700
1727,8000,5257,2700
1728,8000,5257,2700
1729,8000,5230,2700
1730,8000,5213,2700
1731,8000,5213,2700
1732,8000,5200,2700
1733,8000,5200,2700
1734,8000,5200,2700
1735,8000,5200,2700
1736,8000,5200,2700
1737,8000,5200,2700
1738,8000,5200,2700
1739,8000,5200,2700
1740,8000,5200,2700
1741,7900,5200,2700
1742,7900,5200,2700
1743,7900,5200,2700
1744,7900,5200,2700
1745,7900,5200,2700
1746,7900,5200,2700
1747,7900,5200,2700
1748,7900,5200,2700
1749,7900,5200,2700
1750,7900,5200,2700
1751,7900,5200,2700
1752,7900,5200,2700
1753,7900,5200,2700
1754,7900,5200,2700
1755,7900,5200,2700
1756,7900,5200,2700
1757,7900,5200,2700
1758,7900,5200,2700
1759,7900,5200,2700
1760,7900,5200,2700
1761,7900,5200,2700
1762,7900,5200,2700
1763,7900,5200,2700
1764,7900,5200,2700
1765,7900,5200,2700
1766,7900,5200,2700
1767,7900,5200,2700
1768,7900,5200,2700
1769,7900,5200,2700
1770,7900,5200,2700
1771,7900,5200,2600
1772,7900,5200,2600
1773,7900,5200,2600
1774,7900,5200,2600
1775,7900,5200,2600
1776,7900,5200,2600
1777,7900,5200,2600
1778,7900,5200,2600
1779,7900,5200,2600
1780,7900,5200,2600
1781,7900,5200,2600
1782,7900,5200,2600
1783,7900,5200,2600
1784,7900,5200,2600
1785,7900,5200,2600
1786,7900,5200,2600
1787,7900,5200,2600
1788,7900,5200,2600
1789,7800,5200,2600
1790,7800,5140,2600
1791,7800,5140,2600
1792,7800,5100,2600
1793,7800,5100,2600
1794,7800,5100,2600
1795,7800,5100,2600
1796,7800,5100,2600
1797,7800,5100,2600
1798,7800,5100,2600
1799,7800,5100,2600
1800,7800,5100,2600
1801,7800,5100,2600
1802,7800,5100,2600
1803,7800,5100,2600
1804,7800,5100,2600
1805,7800,5100,2600
1806,7800,5100,2600
1807,7800,5100,2600
1808,7800,5100,2600
1809,7800,5100,2600
1810,7800,5100,2600
1811,7800,5100,2600
1812,7800,5100,2600
1813,7800,5100,2600
1814,7800,5100,2600
1815,7800,5100,2600
1816,7800,5100,2600
1817,7800,5100,2600
1818,7800,5100,2600
1819,7800,5100,2600
1820,7800,5100,2600
1821,7800,5100,2600
1822,7800,5100,2600
1823,7800,5100,2600
1824,7800,5100,2600
1825,7800,5100,2600
1826,7800,5100,2600
1827,7800,5100,2600
1828,7800,5100,2600
1829,7800,5100,2600
1830,7800,5100,2600
1831,7800,5100,2600
1832,7800,5100,2600
1833,7800,5100,2600
1834,7800,5100,2600
1835,7800,5100,2600
1836,7800,5100,2600
1837,7800,5096,2600
1838,7800,5096,2600
1839,7800,5080,2600
1840,7800,5010,2600
1841,7700,5000,2600
1842,7700,5000,2600
1843,7700,5000,2600
1844,7700,5000,2600
1845,7700,5000,2600
1846,7700,5000,2600
1847,7700,5000,2600
1848,7700,5000,2600
1849,7700,5000,2600
1850,7700,5000,2600
1851,7700,5000,2600
1852,7700,5000,2600
1853,7700,5000,2600
1854,7700,5000,2600
1855,7700,5000,2600
1856,7700,5000,2600
1857,7700,5000,2600
1858,7700,5000,2600
1859,7700,5000,2600
1860,7700,5000,2600
1861,7700,5000,2600
1862,7700,5000,2600
1863,7700,5000,2600
1864,7700,5000,2600
1865,7700,5000,2600
1866,7700,5000,2600
1867,7700,5000,2600
1868,7700,5000,2600
1869,7700,5000,2600
1870,7700,5000,2600
1871,7700,5000,2600
1872,7700,5000,2600
1873,7700,5000,2500
1874,7700,5000,2500
1875,7700,5000,2500
1876,7700,5000,2500
1877,7700,5000,2500
1878,7700,5000,2500
1879,7700,5000,2500
1880,7700,5000,2500
1881,7700,5000,2500
1882,7700,5000,2500
1883,7700,5000,2500
1884,7700,5000,2500
1885,7700,5000,2500
1886,7700,5000,2500
1887,7700,5000,2500
1888,7700,5000,2500
1889,7700,5000,2500
1890,7700,5000,2500
1891,7700,5000,2500
1892,7700,5000,2500
1893,7700,5000,2500
1894,7700,5000,2500
1895,7700,5000,2500
1896,7600,5000,2500
1897,7600,5000,2500
1898,7600,5000,2500
1899,7600,5000,2500
1900,7600,5000,2500
1901,7600,5000,2500
1902,7600,5000,2500
1903,7600,5000,2500
1904,7600,5000,2500
1905,7600,5000,2500
1906,7600,5000,2500
1907,7600,5000,2500
1908,7600,5000,2500
1909,7600,5000,2500
1910,7600,5000,2500
1911,7600,4950,2500
1912,7600,4950,2500
1913,7600,4920,2500
1914,7600,4920,2500
1915,7600,4900,2500
1916,7600,4900,2500
1917,7600,4900,2500
1918,7600,4900,2500
1919,7600,4900,2500
1920,7600,4900,2500
1921,7600,4900,2500
1922,7600,4900,2500
1923,7600,4900,2500
1924,7600,4900,2500
1925,7600,4900,2500
1926,7600,4900,2500
1927,7600,4900,2500
1928,7600,4900,2500
1929,7600,4900,2500
1930,7600,4900,2500
1931,7600,4900,2500
1932,7600,4900,2500
1933,7600,4900,2500
1934,7600,4900,2500
1935,7600,4900,2500
1936,7600,4900,2500
1937,7600,4900,2500
1938,7600,4900,2500
1939,7600,4900,2500
1940,7600,4900,2500
1941,7600,4900,2500
1942,7600,4900,2500
1943,7600,4900,2500
1944,7600,4900,2500
1945,7600,4900,2500
1946,7600,4900,2500
1947,7600,4900,2500
1948,7600,4900,2500
1949,7600,4900,2500
1950,7600,4900,2500
1951,7600,4900,2500
1952,7500,4900,2500
1953,7500,4900,2500
1954,7500,4900,2500
1955,7500,4900,2500
1956,7500,4900,2500
1957,7500,4900,2500
1958,7500,4900,2500
1959,7500,4900,2500
1960,7500,4900,2500
1961,7500,4900,2500
1962,7500,4900,2500
1963,7500,4900,2500
1964,7500,4900,2500
1965,7500,4900,2500
1966,7500,4900,2500
1967,7500,4900,2500
1968,7500,4900,2500
1969,7500,4900,2500
1970,7500,4900,2500
1971,7500,4900,2500
1972,7500,4900,2500
1973,7500,4900,2500
1974,7500,4900,2500
1975,7500,4900,2500
1976,7500,4900,2500
1977,7500,4900,2500
1978,7500,4900,2500
1979,7500,4900,2500
1980,7500,4900,2500
1981,7500,4900,2500
1982,7500,4900,2500
1983,7500,4900,2500
1984,7500,4900,2500
1985,7500,4900,2500
1986,7500,4900,2500
1987,7500,4900,2500
1988,7500,4900,2500
1989,7500,4900,2500
1990,7500,4900,2500
1991,7500,4900,2500
1992,7500,4900,2500
1993,7500,4900,2500
1994,7500,4890,2500
1995,7500,4880,2500
1996,7400,4880,2500
1997,7400,4870,2500
1998,7400,4856,2500
1999,7400,4856,2500
2000,7400,4819,2500
2001,7400,4819,2500
2002,7400,4812,2500
2003,7400,4812,2500
2004,7400,4800,2500
2005,7400,4800,2500
2006,7400,4800,2500
2007,7400,4800,2500
2008,7400,4800,2500
2009,7400,4800,2500
2010,7400,4800,2500
2011,7400,4800,2500
2012,7400,4800,2500
2013,7400,4800,2500
2014,7400,4800,2500
2015,7400,4800,2500
2016,7400,4800,2500
2017,7400,4800,2500
2018,7400,4800,2500
2019,7400,4800,2500
2020,7400,4800,2500
2021,7400,4800,2500
2022,7400,4800,2500
2023,7400,4800,2500
2024,7400,4800,2500
2025,7400,4800,2500
2026,7400,4800,2500
2027,7400,4800,2500
2028,7400,4800,2500
2029,7400,4800,2500
2030,7400,4800,2500
2031,7400,4800,2500
2032,7400,4800,2500
2033,7400,4800,2500
2034,7400,4800,2500
2035,7400,4800,2500
2036,7400,4800,2500
2037,7400,4800,2500
2038,7400,4800,2500
2039,7400,4800,2500
2040,7400,4800,2500
2041,7300,4800,2500
2042,7300,4800,2500
2043,7300,4800,2500
2044,7300,4800,2500
2045,7300,4800,2500
2046,7300,4800,2500
2047,7300,4800,2500
2048,7300,4800,2500
2049,7300,4800,2500
2050,7300,4800,2500
2051,7300,4800,2500
2052,7300,4800,2500
2053,7300,4800,2500
2054,7300,4800,2500
2055,7300,4800,2500
2056,7300,4800,2500
2057,7300,4800,2500
2058,7300,4800,2500
2059,7300,4800,2500
2060,7300,4800,2500
2061,7300,4800,2500
2062,7300,4800,2500
2063,7300,4800,2500
2064,7300,4800,2500
2065,7300,4800,2500
2066,7300,4800,2500
2067,7300,4800,2500
2068,7300,4800,2500
2069,7300,4800,2500
2070,7300,4800,2500
2071,7300,4800,2500
2072,7300,4800,2500
2073,7300,4800,2500
2074,7300,4790,2500
2075,7300,4790,2500
2076,7300,4750,2500
2077,7300,4731,2500
2078,7300,4731,2500
2079,7300,4730,2500
2080,7300,4700,2500
2081,7300,4700,2500
2082,7300,4700,2500
2083,7300,4700,2500
2084,7300,4700,2500
2085,7300,4700,2500
2086,7300,4700,2400
2087,7300,4700,2400
2088,7300,4700,2400
2089,7300,4700,2400
2090,7300,4700,2400
2091,7300,4700,2400
2092,7300,4700,2400
2093,7300,4700,2400
2094,7300,4700,2400
2095,7200,4700,2400
2096,7200,4700,2400
2097,7200,4700,2400
2098,7200,4700,2400
2099,7200,4700,2400
2100,7200,4700,2400
2101,7200,4700,2400
2102,7200,4700,2400
2103,7200,4700,2400
2104,7200,4700,2400
2105,7200,4700,2400
2106,7200,4700,2400
2107,7200,4700,2400
2108,7200,4700,2400
2109,7200,4700,2400
2110,7200,4700,2400
2111,7200,4700,2400
2112,7200,4700,2400
2113,7200,4700,2400
2114,7200,4700,2400
2115,7200,4700,2400
2116,7200,4700,2400
2117,7200,4700,2400
2118,7200,4700,2400
2119,7200,4700,2400
2120,7200,4700,2400
2121,7200,4700,2400
2122,7200,4700,2400
2123,7200,4700,2400
2124,7200,4700,2400
2125,7200,4700,2400
2126,7200,4700,2400
2127,7200,4700,2400
2128,7200,4700,2400
2129,7200,4700,2400
2130,7200,4700,2400
2131,7200,4700,2400
2132,7200,4700,2400
2133,7200,4700,2400
2134,7200,4700,2400
2135,7200,4700,2400
2136,7200,4700,2400
2137,7200,4700,2400
2138,7200,4700,2400
2139,7200,4700,2400
2140,7200,4700,2400
2141,7200,4700,2400
2142,7200,4700,2400
2143,7200,4700,2400
2144,7200,4700,2400
2145,7200,4644,2400
2146,7200,4644,2400
2147,7200,4640,2400
2148,7200,4610,2400
2149,7200,4600,2400
2150,7200,4600,2400
2151,7200,4600,2400
2152,7200,4600,2400
2153,7200,4600,2400
2154,7200,4600,2400
2155,7200,4600,2400
2156,7200,4600,2400
2157,7200,4600,2400
2158,7100,4600,2400
2159,7100,4600,2400
2160,7100,4600,2400
2161,7100,4600,2400
2162,7100,4600,2400
2163,7100,4600,2400
2164,7100,4600,2400
2165,7100,4600,2400
2166,7100,4600,2400
2167,7100,4600,2400
2168,7100,4600,2400
2169,7100,4600,2400
2170,7100,4600,2400
2171,7100,4600,2400
2172,7100,4600,2400
2173,7100,4600,2400
2174,7100,4600,2400
2175,7100,4600,2400
2176,7100,4600,2400
2177,7100,4600,2400
2178,7100,4600,2400
2179,7100,4600,2400
2180,7100,4600,2400
2181,7100,4600,2400
2182,7100,4600,2400
2183,7100,4600,2400
2184,7100,4600,2400
2185,7100,4600,2400
2186,7100,4600,2400
2187,7100,4600,2400
2188,7100,4600,2400
2189,7100,4600,2300
2190,7100,4600,2300
2191,7100,4600,2300
2192,7100,4600,2300
2193,7100,4600,2300
2194,7100,4600,2300
2195,7100,4600,2300
2196,7100,4600,2300
2197,7100,4600,2300
2198,7100,4600,2300
2199,7100,4600,2300
2200,7100,4600,2300
2201,7100,4600,2300
2202,7100,4600,2300
2203,7100,4600,2300
2204,7100,4600,2300
2205,7100,4600,2300
2206,7100,4600,2300
2207,7100,4600,2300
2208,7100,4600,2300
2209,7100,4600,2300
2210,7100,4600,2300
2211,7100,4600,2300
2212,7100,4600,2300
2213,7100,4600,2300
2214,7100,4600,2300
2215,7100,4600,2300
2216,7100,4600,2300
2217,7100,4600,2300
2218,7100,4600,2300
2219,7100,4600,2300
2220,7100,4600,2300
2221,7100,4600,2300
2222,7100,4512,2300
2223,7000,4512,2300
2224,7000,4500,2300
2225,7000,4500,2300
2226,7000,4500,2300
2227,7000,4500,2300
2228,7000,4500,2300
2229,7000,4500,2300
2230,7000,4500,2300
2231,7000,4500,2300
2232,7000,4500,2300
2233,7000,4500,2300
2234,7000,4500,2300
2235,7000,4500,2300
2236,7000,4500,2300
2237,7000,4500,2300
2238,7000,4500,2300
2239,7000,4500,2300
2240,7000,4500,2300
2241,7000,4500,2300
2242,7000,4500,2300
2243,7000,4500,2300
2244,7000,4500,2300
2245,7000,4500,2300
2246,7000,4500,2300
2247,7000,4500,2300
2248,7000,4500,2300
2249,7000,4500,2300
2250,7000,4500,2300
2251,7000,4500,2300
2252,7000,4500,2300
2253,7000,4500,2300
2254,7000,4500,2300
2255,7000,4500,2300
2256,7000,4500,2300
2257,7000,4500,2300
2258,7000,4500,2300
2259,7000,4500,2300
2260,7000,4500,2300
2261,7000,4500,2300
2262,7000,4500,2300
2263,7000,4500,2300
2264,7000,4500,2300
2265,7000,4500,2300
2266,7000,4500,2300
2267,7000,4500,2300
2268,7000,4500,2300
2269,7000,4500,2300
2270,7000,4500,2300
2271,7000,4500,2300
2272,7000,4500,2300
2273,7000,4500,2300
2274,7000,4500,2300
2275,7000,4500,2300
2276,7000,4500,2300
2277,7000,4500,2300
2278,7000,4500,2300
2279,6900,4500,2300
2280,6900,4500,2300
2281,6900,4500,2300
2282,6900,4500,2300
2283,6900,4500,2300
2284,6900,4500,2300
2285,6900,4500,2300
2286,6900,4500,2300
2287,6900,4500,2300
2288,6900,4500,2300
2289,6900,4500,2300
2290,6900,4500,2300
2291,6900,4500,2300
2292,6900,4500,2300
2293,6900,4500,2300
2294,6900,4500,2300
2295,6900,4500,2300
2296,6900,4500,2300
2297,6900,4500,2300
2298,6900,4469,2300
2299,6900,4469,2300
2300,6900,4410,2300
2301,6900,4400,2300
2302,6900,4400,2300
2303,6900,4400,2300
2304,6900,4400,2300
2305,6900,4400,2300
2306,6900,4400,2300
2307,6900,4400,2300
2308,6900,4400,2300
2309,6900,4400,2300
2310,6900,4400,2300
2311,6900,4400,2300
2312,6900,4400,2300
2313,6900,4400,2300
2314,6900,4400,2300
2315,6900,4400,2300
2316,6900,4400,2300
2317,6900,4400,2300
2318,6900,4400,2300
2319,6900,4400,2300
2320,6900,4400,2300
2321,6900,4400,2300
2322,6900,4400,2300
2323,6900,4400,2300
2324,6900,4400,2300
2325,6900,4400,2300
2326,6900,4400,2300
2327,6900,4400,2300
2328,6900,4400,2300
2329,6900,4400,2300
2330,6900,4400,2300
2331,6800,4400,2300
2332,6800,4400,2300
2333,6800,4400,2300
2334,6800,4400,2300
2335,6800,4400,2300
2336,6800,4400,2300
2337,6800,4400,2300
2338,6800,4400,2300
2339,6800,4400,2300
2340,6800,4400,2300
2341,6800,4400,2300
2342,6800,4400,2300
2343,6800,4400,2300
2344,6800,4400,2300
2345,6800,4400,2300
2346,6800,4400,2300
2347,6800,4400,2300
2348,6800,4400,2300
2349,6800,4400,2300
2350,6800,4400,2300
2351,6800,4400,2300
2352,6800,4400,2300
2353,6800,4400,2300
2354,6800,4400,2300
2355,6800,4400,2300
2356,6800,4400,2300
2357,6800,4400,2300
2358,6800,4400,2300
2359,6800,4400,2300
2360,6800,4400,2300
2361,6800,4400,2300
2362,6800,4400,2300
2363,6800,4400,2300
2364,6800,4400,2300
2365,6800,4400,2300
2366,6800,4400,2300
2367,6800,4400,2300
2368,6800,4400,2300
2369,6800,4400,2300
2370,6800,4400,2300
2371,6800,4400,2300
2372,6800,4400,2300
2373,6800,4390,2300
2374,6800,4381,2300
2375,6800,4381,2300
2376,6800,4370,2300
2377,6800,4330,2300
2378,6800,4330,2300
2379,6800,4315,2300
2380,6800,4315,2300
2381,6800,4300,2300
2382,6800,4300,2300
2383,6800,4300,2300
2384,6800,4300,2300
2385,6800,4300,2300
2386,6800,4300,2300
2387,6800,4300,2300
2388,6800,4300,2300
2389,6800,4300,2300
2390,6800,4300,2300
2391,6700,4300,2300
2392,6700,4300,2300
2393,6700,4300,2300
2394,6700,4300,2300
2395,6700,4300,2300
2396,6700,4300,2300
2397,6700,4300,2300
2398,6700,4300,2300
2399,6700,4300,2300
2400,6700,4300,2300
2401,6700,4300,2300
2402,6700,4300,2300
2403,6700,4300,2300
2404,6700,4300,2300
2405,6700,4300,2300
2406,6700,4300,2300
2407,6700,4300,2300
2408,6700,4300,2300
2409,6700,4300,2300
